title,prompt,response
Aalst,Create a 3-day restaurant focused itinerary for my trip from Seoul to Aalst.,"[Context]
[Attractions]
- Railway Station
  The railway station and its surrounding quarter were designed in 1852 by Jean-Pierre Cluysenaer. He got his inspiration for the design from the gallery of the Borse van Amsterdam. The battlement, corner turrets, and central turret evoke memories of a medieval castle.
- Carnival
  Aalst Carnival, Shrove Tuesday, Mardi Gras or, as they say in Aalst, """"Oilsjt Carnaval"""". They’re all about the same phenomenon: a three-day carnivalesque popular festival. In 2010, UNESCO recognised Aalst Carnival as a cultural world heritage. Traditionally, on Sunday and Monday before Ash Wednesday the original carnival procession parades through the streets of Aalst. More than seventy groups, all from Aalst, give their personal and humoristic view on figures and events of the past year. Then, the typical street carnival bursts out, a wonderful mix of partygoers in colourful and inventive costumes.
- Béguinage
  Built in 1261, only the original shape of the square with its small houses has been preserved. Ste Catherine’s church, dating from 1787, is a rare example of religious architecture in classic style; at present, the church is used by the orthodox community. A béguinage is a collection of small buildings used by Beguines. These were various lay sisterhoods of the Roman Catholic Church, founded in the 13th century in the Low Countries, comprising religious women who sought to serve God without retiring from the world.

[Activities]
- Cultural Centre De Werf
  A meeting place for performing arts, classical music, theatre, and comedy. The open glass building symbolises bringing culture to the streets and passers-by.
- Park Concerts (Free)
  Music and atmosphere, by a range of excellent artists.
- Netwerk
  Netwerk offers a comprehensive modern art programme with expositions, lectures, workshops, screenings, and concerts.

[Shops]
- Saturday Market

[Restaurants]
- Bakery Lowie
- Bakery Malpertuus
- Bakery Verleysen
- Nelson BVBA
  With a stall at the Saturday market.

[Hotels]
- Hof Selmussen
- Hotel Royal Astrid
- Keizershof Hotel Aalst Centre"
Aalst,Create a 7-day travel itinerary from Los Angeles to Aalst with a moderate budget of $200-300 per day.,"[Context]
[Attractions]
- Pikkeling (Free)
  A freely accessible harvest festival organised every year at a farmstead of one of the Faluintjes villages Baardegem, Herdersem, Meldert and Moorsel. This folkloric festival pays tribute to the joys of harvesting, with typical Flemish harvest scenes being demonstrated by farmers in traditional clothing. Much attention is paid to international folklore and typical regional dishes are promoted.
- Kravaalbos
  The Kravaalbos is one of the last remaining woods to the northwest of Brussels and is for the most part in Meldert. It is part of the former coal forest, which also covered well-known woods such as Sonian forest and Hallerbos. In the Middle Ages, this stretch of woods became widely known for its stone quarries, which also explains the name of the woodland: """"kravaal"""" comes from """"carvaal"""", or """"car"""" and """"vaal"""", """"car"""" meaning """"stone"""" and """"vaal""""  """"valley"""". In the 12th century, its development started on the initiative of the monks of the Affligem Abbey. It was an important source of income for Meldert.
- Cirk! Aalst (Free)
  Cirk! Aalst is and will always remain an accessible open-air summer festival for a broad public: young, old, families with children, typical festival visitors, circus fans, or passers-by. Everyone will find something to his liking during this three-day circus in Aalst.

[Activities]
- Cultural Centre De Werf
  A meeting place for performing arts, classical music, theatre, and comedy. The open glass building symbolises bringing culture to the streets and passers-by.
- Netwerk
  Netwerk offers a comprehensive modern art programme with expositions, lectures, workshops, screenings, and concerts.
- Park Concerts (Free)
  Music and atmosphere, by a range of excellent artists.

[Shops]
- Saturday Market

[Restaurants]
- Bakery Lowie
- Bakery Verleysen
- Nelson BVBA
  With a stall at the Saturday market.

[Hotels]
- La Vie en Roses
- Hotel Royal Astrid
- Het Gedicht
- Aparthotel Malpertuus
- New Hotel de la Gare"
Aalst,Please build a 7-day itinerary highlighting the best hotels and restaurants in Aalst for visitors from Paris.,"[Context]
[Attractions]
- Béguinage
  Built in 1261, only the original shape of the square with its small houses has been preserved. Ste Catherine’s church, dating from 1787, is a rare example of religious architecture in classic style; at present, the church is used by the orthodox community. A béguinage is a collection of small buildings used by Beguines. These were various lay sisterhoods of the Roman Catholic Church, founded in the 13th century in the Low Countries, comprising religious women who sought to serve God without retiring from the world.
- Pikkeling (Free)
  A freely accessible harvest festival organised every year at a farmstead of one of the Faluintjes villages Baardegem, Herdersem, Meldert and Moorsel. This folkloric festival pays tribute to the joys of harvesting, with typical Flemish harvest scenes being demonstrated by farmers in traditional clothing. Much attention is paid to international folklore and typical regional dishes are promoted.
- Kravaalbos
  The Kravaalbos is one of the last remaining woods to the northwest of Brussels and is for the most part in Meldert. It is part of the former coal forest, which also covered well-known woods such as Sonian forest and Hallerbos. In the Middle Ages, this stretch of woods became widely known for its stone quarries, which also explains the name of the woodland: """"kravaal"""" comes from """"carvaal"""", or """"car"""" and """"vaal"""", """"car"""" meaning """"stone"""" and """"vaal""""  """"valley"""". In the 12th century, its development started on the initiative of the monks of the Affligem Abbey. It was an important source of income for Meldert.
- Borse van Amsterdam
  The Borse was built in 1630. It was erected in renaissance architecture with open gallery. The building was used as a hostelry along the old commercial route Lille – Amsterdam. Presently, you can wine and dine here in a stylish and pleasant setting.
- Valerius De Saedeleer Statue
  The artist from Aalst, Valerius De Saedeleer (1867 -1941), received his first artistic education at the Ghent Academy of Fine Arts and painted mainly the Leie region and the Flemish Ardennes. He is one of the most prominent representatives of the School of Latem (first period). After his death, this honorary citizen was interred in a monumental grave in the public graveyard of Aalst. Some of his masterpieces are exhibited in Town Museum ‘t Gasthuys. From this museum, amidst his masterpieces, you can catch a glimpse of the artist’s statue.

[Activities]
- Cultural Centre De Werf
  A meeting place for performing arts, classical music, theatre, and comedy. The open glass building symbolises bringing culture to the streets and passers-by.
- Park Concerts (Free)
  Music and atmosphere, by a range of excellent artists.
- Netwerk
  Netwerk offers a comprehensive modern art programme with expositions, lectures, workshops, screenings, and concerts.

[Shops]
- Saturday Market

[Restaurants]
- Bakery De Ridder Wim
- Nelson BVBA
  With a stall at the Saturday market.
- Bakery Malpertuus
- Bakery Lowie

[Hotels]
- Aparthotel Malpertuus
- Ibis
- La Vie en Roses"
Abashiri,Can you create a 5-day travel itinerary from Lima to Abashiri?,"[Context]
[Attractions]
- Okhotsk Ryūhyō Museum (&yen;520)
  A museum devoted to pack ice, a common phenomenon in the Okhotsk Sea but for some reason a subject of fascination among the Japanese.  Here you will learn all you ever wanted to know and more about pack ice, and even get a chance to touch some in a room kept at -15 degrees C (5 degrees F) (coats provided).
- Abashiri Prison Museum (&yen;1050)
  The original buildings of the infamous prison, but moved halfway up Mt. Tento to free up some real estate.  Inside are wax dolls of prisoners and a hair-raising array of shackles and other prison paraphernalia.
- Museum of Northern Peoples (&yen;450)
  A modern and moderately interesting museum documenting the lives of northern peoples around the world, not just Japan's own Ainu, but Canadian Inuit, Scandinavian Saami and many more.  Most of the material is also in English and there are some fairly bizarre exhibits involving, among other things, seal intestines.

[Activities]
- Icebreaker Aurora (&yen;3300, discounts for groups of 15 or more)
  In winter, when the famed pack ice has surrounded the town, you can hop aboard this boat for a one-hour tour of the stuff up close and personal.

[Bars]
- Abashiri Beer
  Like every other city in Hokkaido, Abashiri has its own microbrew.  The brewery is open to visitors and also serves lunch and dinner.

[Hotels]
- Abashiri Ryūhō-no-Oka YH (HI members &yen;3250)
  Offers good views of the Okhotsk Sea."
Abashiri,I need a 4-day itinerary with the best attractions for my journey from Copenhagen to Abashiri.,"[Context]
[Attractions]
- Okhotsk Ryūhyō Museum (&yen;520)
  A museum devoted to pack ice, a common phenomenon in the Okhotsk Sea but for some reason a subject of fascination among the Japanese.  Here you will learn all you ever wanted to know and more about pack ice, and even get a chance to touch some in a room kept at -15 degrees C (5 degrees F) (coats provided).
- Abashiri Prison Museum (&yen;1050)
  The original buildings of the infamous prison, but moved halfway up Mt. Tento to free up some real estate.  Inside are wax dolls of prisoners and a hair-raising array of shackles and other prison paraphernalia.
- Museum of Northern Peoples (&yen;450)
  A modern and moderately interesting museum documenting the lives of northern peoples around the world, not just Japan's own Ainu, but Canadian Inuit, Scandinavian Saami and many more.  Most of the material is also in English and there are some fairly bizarre exhibits involving, among other things, seal intestines.

[Activities]
- Icebreaker Aurora (&yen;3300, discounts for groups of 15 or more)
  In winter, when the famed pack ice has surrounded the town, you can hop aboard this boat for a one-hour tour of the stuff up close and personal.

[Bars]
- Abashiri Beer
  Like every other city in Hokkaido, Abashiri has its own microbrew.  The brewery is open to visitors and also serves lunch and dinner.

[Hotels]
- Abashiri Ryūhō-no-Oka YH (HI members &yen;3250)
  Offers good views of the Okhotsk Sea."
Abashiri,Design a detailed 4-day travel itinerary for a trip from Delhi to Abashiri.,"[Context]
[Attractions]
- Abashiri Prison Museum (&yen;1050)
  The original buildings of the infamous prison, but moved halfway up Mt. Tento to free up some real estate.  Inside are wax dolls of prisoners and a hair-raising array of shackles and other prison paraphernalia.
- Okhotsk Ryūhyō Museum (&yen;520)
  A museum devoted to pack ice, a common phenomenon in the Okhotsk Sea but for some reason a subject of fascination among the Japanese.  Here you will learn all you ever wanted to know and more about pack ice, and even get a chance to touch some in a room kept at -15 degrees C (5 degrees F) (coats provided).
- Museum of Northern Peoples (&yen;450)
  A modern and moderately interesting museum documenting the lives of northern peoples around the world, not just Japan's own Ainu, but Canadian Inuit, Scandinavian Saami and many more.  Most of the material is also in English and there are some fairly bizarre exhibits involving, among other things, seal intestines.

[Activities]
- Icebreaker Aurora (&yen;3300, discounts for groups of 15 or more)
  In winter, when the famed pack ice has surrounded the town, you can hop aboard this boat for a one-hour tour of the stuff up close and personal.

[Bars]
- Abashiri Beer
  Like every other city in Hokkaido, Abashiri has its own microbrew.  The brewery is open to visitors and also serves lunch and dinner.

[Hotels]
- Abashiri Ryūhō-no-Oka YH (HI members &yen;3250)
  Offers good views of the Okhotsk Sea."
Abbeyleix,Create a 6-day travel itinerary from Mumbai to Abbeyleix with a moderate budget of $200-300 per day.,"[Context]
[Attractions]
- de Vesci estate
  Beautiful gardens are open to the public one day a year. All proceeds from this opening are given to a local charity.
- Abbeyleix South National Schoo
  Beautiful 19th century building.
- Sextons House
  Beautifully renovated cottage.

[Bars]
- Morrissey's Pub
  Probably the oldest in Ireland.

[Hotels]
- Abbeyleix Manor Hotel
  46 bedrooms and conference suite."
Abbeyleix,Create a 4-day travel itinerary from Rio de Janeiro to Abbeyleix with a moderate budget of $200-300 per day.,"[Context]
[Attractions]
- de Vesci estate
  Beautiful gardens are open to the public one day a year. All proceeds from this opening are given to a local charity.
- Abbeyleix South National Schoo
  Beautiful 19th century building.
- Sextons House
  Beautifully renovated cottage.
- Heritage Centre & the Sensory Gardens

[Bars]
- Morrissey's Pub
  Probably the oldest in Ireland.

[Hotels]
- Abbeyleix Manor Hotel
  46 bedrooms and conference suite."
Abbeyleix,What would a 6-day itinerary look like for a trip from Cairo to Abbeyleix?,"[Context]
[Attractions]
- Sextons House
  Beautifully renovated cottage.
- Abbeyleix South National Schoo
  Beautiful 19th century building.
- Heritage Centre & the Sensory Gardens
- de Vesci estate
  Beautiful gardens are open to the public one day a year. All proceeds from this opening are given to a local charity.

[Bars]
- Morrissey's Pub
  Probably the oldest in Ireland.

[Hotels]
- Abbeyleix Manor Hotel
  46 bedrooms and conference suite."
Aberdyfi,Create a 5-day restaurant focused itinerary for my trip from Johannesburg to Aberdyfi.,"[Context]
[Attractions]
- Artworks
  Gallery of local professional artists

[Activities]
- Aberdovey Golf Club
  A popular Championship links course.
- Aberdyfi Outward Bound Center
  The golf course is the 3rd best course in Wales and is in the new Top 100 Golf Courses of the World listings for Wales (2014), after the two Royals – Royal Porthcawl and Royal St Davids.
- Dyfi Donkeys
  Donkey rides for children along the beach. Aberdyfi beach had been without the traditional donkeys for many years, but they returned in 2005. Note there is a maximum weight limit of 8 stone (51 kg). In 2008 ''Del-Boy'' was named Britain's best beach donkey by The Donkey Sanctuary [http://drupal.thedonkeysanctuary.org.uk/] at their annual awards.

[Shops]
- Dyfi Marine
- The Gallery
  Aberdyfi has long been popular with artists and The Gallery always has a good selection of works on sale

[Restaurants]
- The Britannia Inn
  Lovely terrace overlooking the harbour - arrive early for a seat here if the weather's good.
- The Britannia Inn
- Y Bwtri Blasus
  Cafe and delicatessen serving morning coffee, light lunches and afternoon teas. Their homemade puddings are a highlight.

[Bars]
- The Dovey Inn
- The Penhelig Arms

[Hotels]
- Brig-Y-Don (Double En-suite & Sea View Room from £65 inc breakfasts)
  Stunning views, beautiful gardens, secure car parking and modern facilities.
- Sea Breeze (Double sea view room: £75 per night inc breakfasts)
  8 rooms (all en-suite, 5 have sea-views) in a seafront townhouse close to the village centre.
- Cartref (Double room: £75 per night inc breakfasts)
  4 guest rooms (all en-suite) in a recently (2008) refurbished Edwardian house just a few minutes walk from the beach and village centre.
- Trefeddian Hotel
  Half a mile or so out of town, on a hillside above the main coast road heading towards Tywyn. The largest hotel in the area with 59 rooms, overlooking the golf course. Heated swimming pool, tennis courts, 9-hole putting green, snooker room, beauty salon. WTB 3-star."
