title,prompt,response
's-Hertogenbosch,I need a 3-day travel itinerary from Auckland to 's-Hertogenbosch with a budget of around $100 per day.,"[Context]
[Attractions]
- Town Hall
  The facade was built in the 17th century and reflects Dutch ''classicism''. The cellars are from about 1200, with a restaurant for coffee, tea, lunch etc..
- Saint John's Cathedral
  one of the most prominent landmarks of Den Bosch. Building started in 1380, in Gothic style. The exterior of the building had been deteriorating fast due to acid rain and restoration works started in 1960. It has taken many years to restore the full church, but the works are completed and the church can be seen in all its glory. The restoration also included the interior. Of course some minor maintainance takes place constantly.
- The North Brabant Museum
  houses a collection of art and historical artifacts, from pre-roman times to the 20th century. Special exibitions are a must to see, the 'Hyeronimus Bosch Exhibition' with his original work from museums all over the world.
- City Museum 's-Hertogenbosch
  A brand new building and a museum for modern art. Together they form one of the biggest museums of the Netherlands. The ground floor can be visited freely, and it's up to you to decide to see more.

[Shops]
- Taxi de Hart
- Taxi TCO

[Restaurants]
- Restaurant Sense (From €43,50 for 4 courses)
  Sense has a number of small, high quality dishes on the menu; the idea is that you order them more or less in a random order, as you like. They start at around €16; count on 4 dishes for an average eater. If you're not very picky, the surprise menu is a good option.
- Eetcafé 't Keershuys
  Cosy place in a 14th-century building, once a small cheese factory. Today it's a restaurant serving simple, good value for money food. It's also a popular place for lunch and High Tea. Lunch breads start at around €5 and in the evening you can have the dish of the day for €10,50. Pasta dishes around €12 and other mains from €15.
- Bar Bistro Tic Tac (Full course mains around €15)
  Lots of finger food and bistro dishes with American and Asian influences. Think simple but tasty and filling steaks, burgers and salads.
- Jan de Groot (€ 2.05 for one pastry.)
  This bakery is particularly well-known for its Bossche bollen and caters to many of the cafés in town. They also have a lunchroom of their own.

[Bars]
- Silva Ducis
- De Carrousel
- Cinq (Entrance depends on attendance. Busy nights require around €2 entrance to be paid.)
- De Drie Gezusters (Entrance €4, coatcheck €1)

[Hotels]
- Campanile Hotel 's-Hertogenbosh (€59)
- Golden Tulip Hotel Central (around €140)
  Located in the city center, this is one of the best hotels to visit the city if you are willing to pay a little more.
- Fletcher Hotel Rosmalen"
's-Hertogenbosch,I need a 4-day travel itinerary from Casablanca to 's-Hertogenbosch with a budget of around $100 per day.,"[Context]
[Attractions]
- Citadel
  This fortress was added to the city later and is not directly included in the fortifications but sort of pasted on. It held the garrison to protect the city or, if necessary, to counter an uprising in the city. It is now part of the national archive.
- Kruithuis
  It is an hexagonal building and one of the last of its kind. It is currently used as a museum for art.
- Jhyeronimus Bosch Art Center
  displays all the works of the famous painter. All in live sized copies. Combined with 3D models of his monsters and objects. Because the paintings are copies, you can get very close to them and the guide will open or close the panels to get the full picture. Visitors, young and old, can enjoy this permanent exhibition.
- The Moriaan
  the oldest brick building in The Netherlands, built in the 13th century. It currently houses the Tourist Center (VVV), and in the basement, the rockcafe Plein79.
- Saint John's Cathedral
  one of the most prominent landmarks of Den Bosch. Building started in 1380, in Gothic style. The exterior of the building had been deteriorating fast due to acid rain and restoration works started in 1960. It has taken many years to restore the full church, but the works are completed and the church can be seen in all its glory. The restoration also included the interior. Of course some minor maintainance takes place constantly.

[Shops]
- Taxi TCO
- Taxi de Hart

[Restaurants]
- Nescio (€ 34,50 for a 4 course chef's menu.)
  Cosy little restaurant with good food, right next to the cathedral. On the menu you'll find a range of small dishes which allows you to get a good idea of the cuisine. Most visitors opt for the chef's menu, called the """"Wandeling door de kaart"""" (walk through the menu).
- Jan de Groot (€ 2.05 for one pastry.)
  This bakery is particularly well-known for its Bossche bollen and caters to many of the cafés in town. They also have a lunchroom of their own.
- Binnenhof -eten & drinken- (From €34,95 for a 3 course menu.)
  Modern, nicely decorated restaurant with good food.
- Bar Bistro Tic Tac (Full course mains around €15)
  Lots of finger food and bistro dishes with American and Asian influences. Think simple but tasty and filling steaks, burgers and salads.

[Bars]
- Silva Ducis
- De Carrousel
- De Drie Gezusters (Entrance €4, coatcheck €1)
- Cinq (Entrance depends on attendance. Busy nights require around €2 entrance to be paid.)

[Hotels]
- Bark Hotel 's-Hertogenbosch
- Fletcher Hotel Rosmalen
- van der Valk Hotel Vught (€80-100)"
's-Hertogenbosch,I need a 4-day travel itinerary from Sydney to 's-Hertogenbosch with a budget of around $100 per day.,"[Context]
[Attractions]
- The North Brabant Museum
  houses a collection of art and historical artifacts, from pre-roman times to the 20th century. Special exibitions are a must to see, the 'Hyeronimus Bosch Exhibition' with his original work from museums all over the world.
- The Moriaan
  the oldest brick building in The Netherlands, built in the 13th century. It currently houses the Tourist Center (VVV), and in the basement, the rockcafe Plein79.
- Kruithuis
  It is an hexagonal building and one of the last of its kind. It is currently used as a museum for art.

[Shops]
- Taxi de Hart
- Taxi TCO

[Restaurants]
- Eetcafé 't Keershuys
  Cosy place in a 14th-century building, once a small cheese factory. Today it's a restaurant serving simple, good value for money food. It's also a popular place for lunch and High Tea. Lunch breads start at around €5 and in the evening you can have the dish of the day for €10,50. Pasta dishes around €12 and other mains from €15.
- Bar Bistro Tic Tac (Full course mains around €15)
  Lots of finger food and bistro dishes with American and Asian influences. Think simple but tasty and filling steaks, burgers and salads.
- Binnenhof -eten & drinken- (From €34,95 for a 3 course menu.)
  Modern, nicely decorated restaurant with good food.
- Nescio (€ 34,50 for a 4 course chef's menu.)
  Cosy little restaurant with good food, right next to the cathedral. On the menu you'll find a range of small dishes which allows you to get a good idea of the cuisine. Most visitors opt for the chef's menu, called the """"Wandeling door de kaart"""" (walk through the menu).
- Restaurant Sense (From €43,50 for 4 courses)
  Sense has a number of small, high quality dishes on the menu; the idea is that you order them more or less in a random order, as you like. They start at around €16; count on 4 dishes for an average eater. If you're not very picky, the surprise menu is a good option.

[Bars]
- De Carrousel
- Cinq (Entrance depends on attendance. Busy nights require around €2 entrance to be paid.)
- Silva Ducis
- De Drie Gezusters (Entrance €4, coatcheck €1)

[Hotels]
- Golden Tulip Hotel Central (around €140)
  Located in the city center, this is one of the best hotels to visit the city if you are willing to pay a little more.
- Fletcher Hotel Rosmalen
- Campanile Hotel 's-Hertogenbosh (€59)
- Mövenpick Hotel 's-Hertogenbosch (around €140)
  This 4-star hotel offers clean, cosy rooms with good showers and 100% organic, fair trade linen. There's a spacious (no-swimming suit) sauna and infra-red room and the hotel restaurant offers a diverse menu with healthy and vegetarian options. This hotel is located in a business area but lies next to a small lake, which gives it its charm. It's about a 20 minute walk from the city centre and easily accessible by car. The large parking has electric car charging options. Bicycle rent is also available and there's a bus stop 200 meters away, with connections to the city centre.
- Best Western Euro Hotel (€95)"
Aachen,I'd love a day-by-day 3-day itinerary for my trip from Budapest to Aachen.,"[Context]
[Attractions]
- Grashaus
  Original town hall, completed in 1267, is one of the oldest buildings in Aachen.
- Couven-Museum
  18th century house and furniture.
- Elisa Fountain
  Built 1827, thermal waters of the spa town.

[Activities]
- Carolus Thermen
  Large and very well known spa, sauna and wellness place.
- Lousberg
  A recreational area situated just north of the city centre that offers stunning views of the city below.

[Shops]
- Jakobstraße
  Smaller shops and boutiques.
- Krämerstraße and Market
  Small shops in a very touristic area.
- Großkölnstraße
  The second big pedestrian zone shopping area in Aachen, where you´ll find clothing and more.

[Restaurants]
- Knossos
  Greek restaurant frequented mostly by students.
- Pont Grill
  Very cheap and good Chicken, Pizza and Turkish food.
- Frietnesse
  Fries with over 50 different sauces. Also hamburgers and Dutch specialities.

[Bars]
- Cafe Madrid
  Pub/Bar better for an older crowd, posher, near Ponttor.
- Sowiso / Oceans
  Typical student-inn.
- Guinness House
  A stereotypical Irish Pub, just like you'd find in any other big city. However, it's one of the few places in Aachen that sells cider, so it's definitely worth checking out if beer isn't your thing! There's also live music (more often that not traditional Irish music) here on a regular basis.
- Molkerei
  Pub suitable for younger crowd, near Ponttor.
- Buddha Bar
  Nice food, has a non-smoking area upstairs with restaurant and bar plus a cool smoking area downstairs with an impressive Buddha statue.

[Hotels]
- Pullman Aachen Quellenhof (from €130)
  Spacious, comfortable rooms (although some could do with a little redecoration), a swimming pool, fitness area and excellent breakfast buffet.
- Youth hostel Aachen
- Hotel Granus (Doubles from €90)
  This friendly family-run place has 12 rooms and a bit of a cosy B&B atmosphere. It's clean and conveniently located in the city centre, with fairly modern rooms and a somewhat quaint breakfast area. It gets good reviews, also suited for family stays. On weekends, the reception has limited opening hours."
Aachen,I need a 3-day travel itinerary from Prague to Aachen with a budget of around $100 per day.,"[Context]
[Attractions]
- Aachen Christmas Market (Free entry)
  From late November until 23 December, Aachen's Christmas market takes over Katschhof, Münsterplatz and the market square. Traders offer a wide variety of gift ideas, such as cosmetics, jewellery and ceramics, and there are plenty of opportunities to eat and drink your fill - a trip here wouldn't be complete without a glass of ''Glühwein''! If you need a break, take in a performance at the rear of the town hall (see the website for a detailed programme). The market looks particularly spectacular when lit up at night, set against the magnificent cathedral and town hall.
- Couven-Museum
  18th century house and furniture.
- Elisa Fountain
  Built 1827, thermal waters of the spa town.
- Zollmuseum Friedrichs (Phone To Reserve)
  Museum about border crossings and the border

[Activities]
- Lousberg
  A recreational area situated just north of the city centre that offers stunning views of the city below.
- Carolus Thermen
  Large and very well known spa, sauna and wellness place.

[Shops]
- Adalbertstraße
  Multiple shops and cafes in one of Aachen's pedestrian zone shopping areas.
- Labertz Factory shop
  gingerbread and biscuits
- Klein Printenbäckerei
- Lindt Factory Outlet
  Stocks a wide range of Lindt chocolate products, at low prices, which have been produced in the neighbouring factory.

[Restaurants]
- Jakobsimbiss
  Chinese and Thai fast food.
- Knossos
  Greek restaurant frequented mostly by students.
- Karibik
  Colombian restaurant.
- Bacchus
  Great Greek Restaurant with a wide variety of dishes. Absolutely recommendable Gyros and Grill dishes
- Estado Steakhaus
  Great steakhouse with a salad bar and wide variety of dishes.

[Bars]
- Cafe Madrid
  Pub/Bar better for an older crowd, posher, near Ponttor.
- Pontgarten
  Cheap Cocktails and nice food.
- Egmont
  A delightful bar/café that occasionally hosts live music. Food can be ordered from the Lebanese restaurant next door and brought to your table without you having to get up!

[Hotels]
- Leonardo Hotel Aachen
- Pullman Aachen Quellenhof (from €130)
  Spacious, comfortable rooms (although some could do with a little redecoration), a swimming pool, fitness area and excellent breakfast buffet.
- Youth hostel Aachen
- Hotel Granus (Doubles from €90)
  This friendly family-run place has 12 rooms and a bit of a cosy B&B atmosphere. It's clean and conveniently located in the city centre, with fairly modern rooms and a somewhat quaint breakfast area. It gets good reviews, also suited for family stays. On weekends, the reception has limited opening hours.
- Hostel Aachen
  Close to the city centre."
Aachen,Generate a 3-day itinerary that includes must-visit bars and attractions in Aachen for travelers from Buenos Aires.,"[Context]
[Attractions]
- Suermondt-Ludwig-Museum
  German and Dutch sculpture and painting collection.
- Couven-Museum
  18th century house and furniture.
- International Newspaper Museum
- Ludwig Forum für Internationale Kunst (Adult €5; Child €3)
  While the building looks less than impressive from the outside, ''Ludwig Forum für Internationale Kunst'' houses a grand collection of contemporary art, including works by Andy Warhol, Roy Lichtenstein and Keith Haring. Text accompanying the works is given in both German and English.

[Activities]
- Lousberg
  A recreational area situated just north of the city centre that offers stunning views of the city below.
- Carolus Thermen
  Large and very well known spa, sauna and wellness place.

[Shops]
- Labertz Factory shop
  gingerbread and biscuits
- Klein Printenbäckerei
- Adalbertstraße
  Multiple shops and cafes in one of Aachen's pedestrian zone shopping areas.

[Restaurants]
- La Bécasse
  French restaurant
- Knossos
  Greek restaurant frequented mostly by students.
- Bacchus
  Great Greek Restaurant with a wide variety of dishes. Absolutely recommendable Gyros and Grill dishes
- San Sheng
  Authentic Chinese food.
- Frietnesse
  Fries with over 50 different sauces. Also hamburgers and Dutch specialities.

[Bars]
- Egmont
  A delightful bar/café that occasionally hosts live music. Food can be ordered from the Lebanese restaurant next door and brought to your table without you having to get up!
- Sowiso / Oceans
  Typical student-inn.
- Buddha Bar
  Nice food, has a non-smoking area upstairs with restaurant and bar plus a cool smoking area downstairs with an impressive Buddha statue.

[Hotels]
- Youth hostel Aachen
- Hotel Granus (Doubles from €90)
  This friendly family-run place has 12 rooms and a bit of a cosy B&B atmosphere. It's clean and conveniently located in the city centre, with fairly modern rooms and a somewhat quaint breakfast area. It gets good reviews, also suited for family stays. On weekends, the reception has limited opening hours.
- Leonardo Hotel Aachen
- Pullman Aachen Quellenhof (from €130)
  Spacious, comfortable rooms (although some could do with a little redecoration), a swimming pool, fitness area and excellent breakfast buffet.
- Hostel Aachen
  Close to the city centre."
Aalborg,Create a 4-day restaurant focused itinerary for my trip from Johannesburg to Aalborg.,"[Context]
[Attractions]
- Budolfi Church
- Kildeparken
- Aalborg Tower
- Lille Vildmose
  The largest raised bog in Western Europe, good wildlife exhibition center with small cafe and restaurant and excellent bird watching.

[Activities]
- Casino Aalborg (50 Kr)
  Offer American Roulette, Black Jack, Poker and slot machines.  Nice experience, but the atmosphere here is not as chic and international as you might expect.
- Jumboland (60 Kr, children 18 months-15 years 80 Kr)
  Indoor playground of 2,400 sqm.  Does also have a café.
- Aalborg Karnival
  The biggest carnival in Northern Europe. If you want to have fun with Danish people this is a great opportunity.

[Shops]
- Salling
  Department store.
- Wet Market
- Medinaen
  Shopping area with a number of unique small shops.

[Restaurants]
- KN Pizza & Kebab 2
  a small pizza place known for its quality food, but it is not cheap actually quiet the opposite.
- 1000fryd
  an alternative bar, vegan dinner on Tuesdays for 20dk. You have to sign up before.
- San Giovanni
  Good Italian restaurant

[Bars]
- The Wharf
  Borgergade 16, has the best beer in town (same owner as '''Charlies''' in Copenhagen).
- London Pub
  Boulevarden 7.
- 1000fryd
  Kattesundet 10, is Aalborg's only bar run by activists. 1000fryd has been around since 1984 when Aalborg's alternative scene bought the place. Now the place is known for their ecological beer, underground music scene and D.I.Y attitude towards life. 1000fryd has two reoccurring festivals, namely their Punk/HC festival and their Queer festival. [http://www.1000fryd.dk/]
- Søgaards Bryghus
  Brew pub, very modern ambiance, with the mash tuns in full view. Offers many styles of beer, including stouts, porters, IPA as well as lagers.
- Behag din smag
  Coffee, tea and chocolate. If you enjoy good coffee, then this is the spot. One of the owners was the Danish Barista champion of 2007.

[Hotels]
- Hotel Chagall
  Small and homey hotel in the heart of Aalborg.
- Radisson Blu Limfjord Hotel
  Ved Stranden 14-16 - DK-9000 Aalborg. Big 4-star hotel with a view towards the Limfjord. Prices from 1200 - 2000 DKK per night.
- Eyvind Andreasen B&B
  Kronprinsens alle 34, Friendly place just north of the bridge. Has three rooms sharing bathroom, kitchen, separate entrance. TV, beer and wine available in the kitchen at very reasonable prices. DKK270, DKK325 (double)."
Aalborg,I'm planning a 5-day trip from Bogotá to Aalborg. Could you build a day-by-day travel itinerary?,"[Context]
[Attractions]
- Utzon Centre (60 Kr, seniors 40 Kr, students 20 Kr, children under 18 years free, group 40 Kr)
  A cultural centre exhibiting art, architecture and design. Focuses on Jørgen Utzon's own work and other work somehow related to him. Also has a restaurant.
- Aalborg Townhall
  Built in 1759.
- Aalborghus Castle
  A castle and garden from the 16th century.
- Jens Bangs Stenhus
  Beautiful renaissance house, built in 1624 by the merchant Jens Bang.
- Kildeparken

[Activities]
- Casino Aalborg (50 Kr)
  Offer American Roulette, Black Jack, Poker and slot machines.  Nice experience, but the atmosphere here is not as chic and international as you might expect.
- Open Swimming Pool (Free)
- Aalborg Karnival
  The biggest carnival in Northern Europe. If you want to have fun with Danish people this is a great opportunity.
- Bicycle
  Rent a bicycle and go along the fjord.

[Shops]
- Medinaen
  Shopping area with a number of unique small shops.
- Wet Market
- Salling
  Department store.
- Algade and Bispensgade
  Main shopping streets. Most shops close at 6PM M-F and 2PM Sa, Su shops are closed unless it is a special Sunday (usually first of the month).

[Restaurants]
- San Giovanni
  Good Italian restaurant
- KN Pizza & Kebab 2
  a small pizza place known for its quality food, but it is not cheap actually quiet the opposite.
- 1000fryd
  an alternative bar, vegan dinner on Tuesdays for 20dk. You have to sign up before.

[Bars]
- The Irish House
  Østerågade 25, tel: 98141817,
- London Pub
  Boulevarden 7.
- The Wharf
  Borgergade 16, has the best beer in town (same owner as '''Charlies''' in Copenhagen).
- 1000fryd
  Kattesundet 10, is Aalborg's only bar run by activists. 1000fryd has been around since 1984 when Aalborg's alternative scene bought the place. Now the place is known for their ecological beer, underground music scene and D.I.Y attitude towards life. 1000fryd has two reoccurring festivals, namely their Punk/HC festival and their Queer festival. [http://www.1000fryd.dk/]

[Hotels]
- Hotel Chagall
  Small and homey hotel in the heart of Aalborg.
- First Hotel Aalborg
  (''also known by the former name Slotshotellet'') View of Limfjorden, close to Aalborg’s pedestrianised boutique shopping, and 3 minutes walk from the new outdoor harbour pool.
- Eyvind Andreasen B&B
  Kronprinsens alle 34, Friendly place just north of the bridge. Has three rooms sharing bathroom, kitchen, separate entrance. TV, beer and wine available in the kitchen at very reasonable prices. DKK270, DKK325 (double)."
Aalborg,Help me plan a 3-day itinerary for my trip from Cairo to Aalborg.,"[Context]
[Attractions]
- Aalborg Zoo
  Cosy zoo with many """"classic"""" zoo animals such as giraffes, elephants and big cats. The biggest enclosure is the savanna, where several African animals are free-ranging. There is also a big playground and a nice restaurant.
- Kildeparken
- Aalborg Townhall
  Built in 1759.

[Activities]
- Ice-skating (Free if you own your own skates, otherwise renting them is 50 DKK)
- Open Swimming Pool (Free)
- Bicycle
  Rent a bicycle and go along the fjord.
- Jumboland (60 Kr, children 18 months-15 years 80 Kr)
  Indoor playground of 2,400 sqm.  Does also have a café.

[Shops]
- Salling
  Department store.
- Wet Market
- Algade and Bispensgade
  Main shopping streets. Most shops close at 6PM M-F and 2PM Sa, Su shops are closed unless it is a special Sunday (usually first of the month).
- Medinaen
  Shopping area with a number of unique small shops.

[Restaurants]
- KN Pizza & Kebab 2
  a small pizza place known for its quality food, but it is not cheap actually quiet the opposite.
- San Giovanni
  Good Italian restaurant
- 1000fryd
  an alternative bar, vegan dinner on Tuesdays for 20dk. You have to sign up before.

[Bars]
- Behag din smag
  Coffee, tea and chocolate. If you enjoy good coffee, then this is the spot. One of the owners was the Danish Barista champion of 2007.
- Søgaards Bryghus
  Brew pub, very modern ambiance, with the mash tuns in full view. Offers many styles of beer, including stouts, porters, IPA as well as lagers.
- 1000fryd
  Kattesundet 10, is Aalborg's only bar run by activists. 1000fryd has been around since 1984 when Aalborg's alternative scene bought the place. Now the place is known for their ecological beer, underground music scene and D.I.Y attitude towards life. 1000fryd has two reoccurring festivals, namely their Punk/HC festival and their Queer festival. [http://www.1000fryd.dk/]

[Hotels]
- First Hotel Aalborg
  (''also known by the former name Slotshotellet'') View of Limfjorden, close to Aalborg’s pedestrianised boutique shopping, and 3 minutes walk from the new outdoor harbour pool.
- Scheelsminde Hotel & Gastronomi
  Scheelsmindevej 35 - DK-9100 Aalborg, A nice 4 star hotel-restaurant mostly for business people.
- Eyvind Andreasen B&B
  Kronprinsens alle 34, Friendly place just north of the bridge. Has three rooms sharing bathroom, kitchen, separate entrance. TV, beer and wine available in the kitchen at very reasonable prices. DKK270, DKK325 (double).
- Hotel Chagall
  Small and homey hotel in the heart of Aalborg."
Aberaeron,Design a detailed 7-day travel itinerary for a trip from Tel Aviv to Aberaeron.,"[Context]
[Attractions]
- Llanerchaeron
  18th-century Welsh gentry estate - with house, walled gardens and home farm

[Activities]
- Ceredigion Coast Path
  Aberaeron and Aberarth is situated on the path. Walk along the cliff tops as far as you please.

[Shops]
- Aeron Sports
  Fishing tackle and other sports gear
- Cegin Cymru
  Lovely little shop selling locally-produced delicacies. The farmhouse cheeses are a particular favourite.

[Restaurants]
- La Cuccina (little bakery)
- Friends Coffee Shop
  A great cafe/takeaway specialising in baguettes and Segafredo coffee. Great quality food at very reasonable prices with a warm and friendly atmosphere.
- Harbourmaster Hotel
  has a superb restaurant, specialising in seafood
- New Celtic
  fish-and-chips and more restaurant (eat in or take away), tasty and substantial meal

[Bars]
- Royal Oak
- Cadwgan Arms

[Hotels]
- Nant Meigan
  Located in the centre of the famous seaside town of Aberaeron, West Wales, 'Nant Meigan' is a Grade 2 listed Georgian terrace holiday let, in the centre of a historic town.  A five minute walk to the pebble beach, and backing onto the river Aeron, the property enjoys a walled garden that provides privacy and tranquility, centrally located to give you plenty of choices for enjoyable outings in West Wales and your own Welsh Holiday
- The Harbourmaster Hotel (£80-£120 per night for bed and breakfast)
  A cobalt blue small hotel with views of the sea and harbour."
